Mar.Stat,Educgrp,Gender,Agegrp,Ethnicty,SES,PersIncm,FamIncm,Y1,Newspaper,Magazines,sqrtY3,lnMags1,AnyPaper,AvidReader
3,1,1,18,2,7,1,1,3,6,0,0,0,1,0
1,8,2,13,2,1,4,3,4,5,5,2.236067977,1.791759469,1,0
3,1,1,19,2,5,1,1,6,0,0,0,0,0,0
2,5,1,13,2,2,4,3,2,3,4,2,1.609437912,1,0
1,4,2,18,1,3,1,3,3,6,7,2.645751311,2.079441542,1,0
2,2,1,5,2,1,1,5,,2,8,2.828427125,2.197224577,1,0
2,1,1,3,3,5,1,3,,1,2,1.414213562,1.098612289,1,0
1,2,1,14,3,7,2,1,6,0,1,1,0.693147181,0,0
2,2,2,12,3,7,2,1,4,2,1,1,0.693147181,1,0
3,1,2,17,3,7,2,2,3,18,0,0,0,1,1
1,2,2,20,2,5,1,1,3,12,6,2.449489743,1.945910149,1,1
3,2,2,17,2,7,1,1,3,5,5,2.236067977,1.791759469,1,0
1,3,1,15,2,2,2,4,2,5,7,2.645751311,2.079441542,1,0
1,2,2,19,2,4,1,2,3,7,3,1.732050808,1.386294361,1,0
1,5,1,16,2,4,5,4,3,12,2,1.414213562,1.098612289,1,1
2,1,2,3,3,5,1,2,,2,3,1.732050808,1.386294361,1,0
3,2,2,20,1,5,1,1,6,6,4,2,1.609437912,1,0
2,5,2,12,3,4,3,4,3,9,3,1.732050808,1.386294361,1,1
3,1,2,20,2,4,1,2,3,7,6,2.449489743,1.945910149,1,0
3,5,2,20,3,2,1,1,3,5,4,2,1.609437912,1,0
2,1,1,5,2,4,1,4,,1,0,0,0,1,0
1,5,2,13,1,3,1,3,6,6,2,1.414213562,1.098612289,1,0
2,6,1,11,2,3,3,3,2,2,7,2.645751311,2.079441542,1,0
3,1,2,18,1,7,1,2,6,0,8,2.828427125,2.197224577,0,0
2,2,1,4,3,6,1,3,,1,11,3.31662479,2.48490665,1,0
1,2,2,20,1,1,1,1,6,0,0,0,0,0,0
1,5,2,14,2,2,3,7,1,2,15,3.872983346,2.772588722,1,0
2,3,1,8,5,6,1,3,4,1,6,2.449489743,1.945910149,1,0
3,5,2,20,2,2,2,1,6,0,6,2.449489743,1.945910149,0,0
1,2,2,20,1,5,2,2,6,6,8,2.828427125,2.197224577,1,0
2,1,2,6,2,3,1,4,1,1,4,2,1.609437912,1,0
3,4,2,20,2,7,2,1,6,6,1,1,0.693147181,1,0
2,4,1,12,2,3,5,4,2,1,2,1.414213562,1.098612289,1,0
2,2,2,19,2,7,2,2,6,1,6,2.449489743,1.945910149,1,0
2,3,1,11,6,5,2,2,2,5,22,4.69041576,3.135494216,1,0
2,1,1,4,8,7,1,1,,0,0,0,0,0,0
1,3,1,13,5,5,1,1,6,0,1,1,0.693147181,0,0
2,2,1,12,2,4,1,1,2,1,2,1.414213562,1.098612289,1,0
1,5,2,16,1,2,3,4,3,1,1,1,0.693147181,1,0
3,2,2,20,1,7,1,1,6,1,7,2.645751311,2.079441542,1,0
2,7,1,14,2,3,1,1,4,2,1,1,0.693147181,1,0
2,4,2,11,2,2,1,5,2,1,3,1.732050808,1.386294361,1,0
1,6,2,14,1,1,1,5,5,6,5,2.236067977,1.791759469,1,0
1,4,1,20,2,3,3,3,3,6,2,1.414213562,1.098612289,1,0
1,3,2,15,1,2,4,5,1,0,5,2.236067977,1.791759469,0,0
3,6,2,14,1,1,3,4,1,1,4,2,1.609437912,1,0
2,4,1,8,2,7,1,2,2,2,2,1.414213562,1.098612289,1,0
3,6,2,15,2,1,6,4,5,12,4,2,1.609437912,1,1
2,2,1,13,2,6,4,3,6,0,1,1,0.693147181,0,0
1,2,2,19,2,4,2,3,6,1,4,2,1.609437912,1,0
2,2,1,5,2,1,1,5,,1,7,2.645751311,2.079441542,1,0
2,2,1,12,2,7,1,1,6,1,1,1,0.693147181,1,0
1,5,1,17,1,3,5,5,3,6,3,1.732050808,1.386294361,1,0
2,5,2,11,3,7,1,1,2,0,5,2.236067977,1.791759469,0,0
2,1,1,1,1,1,1,6,,0,1,1,0.693147181,0,0
2,3,2,11,2,7,1,1,2,2,8,2.828427125,2.197224577,1,0
2,2,1,10,2,4,2,1,2,0,1,1,0.693147181,0,0
2,5,1,12,2,4,3,2,2,4,1,1,0.693147181,1,0
1,5,2,13,3,5,1,3,5,4,2,1.414213562,1.098612289,1,0
1,7,1,13,9,1,4,4,1,0,2,1.414213562,1.098612289,0,0
1,3,1,16,7,5,1,2,3,7,6,2.449489743,1.945910149,1,0
3,3,2,14,2,2,2,1,4,6,13,3.605551275,2.63905733,1,0
1,4,2,11,2,2,2,3,1,2,1,1,0.693147181,1,0
1,2,1,19,4,5,1,2,6,0,0,0,0,0,0
2,2,2,6,3,7,1,1,6,1,9,3,2.302585093,1,0
1,3,1,16,2,4,4,8,7,12,20,4.472135955,3.044522438,1,1
1,3,1,20,2,3,1,1,6,6,1,1,0.693147181,1,0
1,1,2,3,2,2,1,4,,5,2,1.414213562,1.098612289,1,0
1,5,2,14,2,4,3,4,1,4,4,2,1.609437912,1,0
1,2,1,13,2,3,3,4,2,2,3,1.732050808,1.386294361,1,0
1,1,2,20,2,5,1,1,6,2,2,1.414213562,1.098612289,1,0
1,6,2,13,1,2,1,3,3,6,2,1.414213562,1.098612289,1,0
1,7,1,17,2,1,6,7,1,7,5,2.236067977,1.791759469,1,0
3,2,2,19,2,7,1,1,6,6,2,1.414213562,1.098612289,1,0
3,3,2,14,2,7,1,2,5,6,6,2.449489743,1.945910149,1,0
2,4,2,11,2,2,1,3,6,6,2,1.414213562,1.098612289,1,0
2,3,1,17,2,7,3,2,3,6,1,1,0.693147181,1,0
3,1,2,20,2,4,4,3,3,6,2,1.414213562,1.098612289,1,0
3,7,1,19,2,2,3,2,1,6,5,2.236067977,1.791759469,1,0
1,3,1,13,2,3,4,3,2,3,5,2.236067977,1.791759469,1,0
2,5,2,15,9,2,3,2,1,1,2,1.414213562,1.098612289,1,0
1,2,2,19,2,4,3,2,3,8,4,2,1.609437912,1,1
1,3,1,14,1,4,3,3,2,0,1,1,0.693147181,0,0
2,1,2,1,2,7,1,1,,3,6,2.449489743,1.945910149,1,0
2,2,1,7,2,4,1,2,2,6,9,3,2.302585093,1,0
2,2,1,4,2,4,1,3,,1,7,2.645751311,2.079441542,1,0
2,4,1,11,2,5,2,1,7,12,13,3.605551275,2.63905733,1,1
3,2,2,20,2,2,2,1,6,6,3,1.732050808,1.386294361,1,0
1,3,2,14,1,3,3,5,5,0,17,4.123105626,2.890371758,0,0
1,5,2,11,1,2,3,3,2,6,8,2.828427125,2.197224577,1,0
1,2,1,20,2,3,1,1,3,6,2,1.414213562,1.098612289,1,0
2,1,2,20,2,7,1,1,6,6,1,1,0.693147181,1,0
3,2,2,19,2,5,2,1,2,5,0,0,0,1,0
2,4,2,20,2,7,3,4,6,6,1,1,0.693147181,1,0
1,4,1,20,2,2,2,2,3,6,1,1,0.693147181,1,0
1,3,2,19,2,5,1,1,3,6,5,2.236067977,1.791759469,1,0
2,7,1,11,2,1,1,4,2,6,0,0,0,1,0
2,8,1,11,2,3,2,3,1,5,5,2.236067977,1.791759469,1,0
1,6,2,11,2,3,3,5,2,1,2,1.414213562,1.098612289,1,0
1,3,2,17,1,3,1,3,6,0,0,0,0,0,0
2,1,1,3,3,7,1,1,,6,10,3.16227766,2.397895273,1,0
1,5,1,17,2,1,5,7,3,9,1,1,0.693147181,1,1
2,8,1,12,8,3,2,4,2,6,2,1.414213562,1.098612289,1,0
1,5,2,14,2,3,3,5,7,6,12,3.464101615,2.564949357,1,0
1,4,1,20,2,3,2,1,1,8,4,2,1.609437912,1,1
3,5,2,16,1,3,4,3,1,7,4,2,1.609437912,1,0
1,1,2,17,1,3,1,2,6,0,0,0,0,0,0
3,5,1,15,2,5,3,2,3,6,1,1,0.693147181,1,0
1,5,1,13,9,3,5,4,5,7,3,1.732050808,1.386294361,1,0
1,4,2,15,1,1,1,5,4,1,4,2,1.609437912,1,0
3,1,2,20,1,7,1,1,6,0,1,1,0.693147181,0,0
3,5,1,19,2,3,1,1,3,12,7,2.645751311,2.079441542,1,1
2,6,2,11,1,2,4,3,1,1,4,2,1.609437912,1,0
2,7,1,13,1,1,4,4,2,2,2,1.414213562,1.098612289,1,0
1,3,1,14,2,4,3,2,2,0,3,1.732050808,1.386294361,0,0
1,3,2,20,1,7,1,1,3,6,1,1,0.693147181,1,0
1,2,2,15,2,3,4,5,5,6,6,2.449489743,1.945910149,1,0
3,2,2,16,2,3,3,2,3,6,5,2.236067977,1.791759469,1,0
1,6,2,13,1,2,2,6,2,3,4,2,1.609437912,1,0
1,4,1,18,2,2,4,3,3,6,7,2.645751311,2.079441542,1,0
1,5,1,14,2,4,7,5,4,6,1,1,0.693147181,1,0
1,6,1,15,2,2,7,7,4,0,0,0,0,0,0
2,8,2,14,2,3,7,6,7,5,1,1,0.693147181,1,0
2,7,1,13,9,1,1,1,1,0,1,1,0.693147181,0,0
2,8,2,13,9,3,3,2,1,2,3,1.732050808,1.386294361,1,0
3,8,2,17,2,4,3,3,6,5,2,1.414213562,1.098612289,1,0
1,6,2,15,2,4,3,6,5,6,8,2.828427125,2.197224577,1,0
2,1,1,1,2,3,3,3,,2,12,3.464101615,2.564949357,1,0
2,7,1,12,2,1,3,4,3,6,4,2,1.609437912,1,0
2,8,1,11,2,7,2,1,1,1,3,1.732050808,1.386294361,1,0
3,6,2,15,2,5,2,4,1,0,4,2,1.609437912,0,0
3,8,1,20,2,7,2,1,1,6,2,1.414213562,1.098612289,1,0
2,1,1,1,2,4,1,2,,4,1,1,0.693147181,1,0
1,2,1,20,2,4,4,4,3,5,4,2,1.609437912,1,0
1,2,1,18,2,4,1,1,3,12,1,1,0.693147181,1,1
2,5,1,18,1,5,4,3,3,6,2,1.414213562,1.098612289,1,0
2,2,2,11,2,6,2,1,5,4,2,1.414213562,1.098612289,1,0
1,2,1,15,2,5,2,2,5,6,7,2.645751311,2.079441542,1,0
1,3,2,11,3,5,1,1,4,1,1,1,0.693147181,1,0
3,3,2,12,3,3,2,1,4,2,0,0,0,1,0
1,6,2,18,2,4,1,1,6,6,1,1,0.693147181,1,0
1,3,1,16,2,1,5,4,2,6,2,1.414213562,1.098612289,1,0
1,2,1,14,1,3,1,2,3,0,2,1.414213562,1.098612289,0,0
3,2,2,20,2,7,2,1,6,6,5,2.236067977,1.791759469,1,0
2,3,2,7,8,4,1,2,2,1,10,3.16227766,2.397895273,1,0
3,3,1,15,1,7,2,1,6,1,2,1.414213562,1.098612289,1,0
1,2,2,14,1,4,1,4,3,6,1,1,0.693147181,1,0
1,2,2,20,2,6,1,1,3,6,4,2,1.609437912,1,0
3,5,2,20,2,3,3,2,6,6,3,1.732050808,1.386294361,1,0
3,3,2,14,2,5,2,1,5,6,2,1.414213562,1.098612289,1,0
1,1,2,19,1,3,1,2,6,1,2,1.414213562,1.098612289,1,0
2,6,2,11,2,5,2,3,2,2,2,1.414213562,1.098612289,1,0
1,2,2,12,2,4,3,6,5,0,10,3.16227766,2.397895273,0,0
2,2,1,13,2,4,2,2,6,2,3,1.732050808,1.386294361,1,0
1,5,1,19,1,4,1,1,3,6,1,1,0.693147181,1,0
3,2,1,17,5,7,2,1,6,2,0,0,0,1,0
2,5,1,8,2,4,3,3,2,1,2,1.414213562,1.098612289,1,0
2,8,1,10,2,2,1,6,2,1,9,3,2.302585093,1,0
1,2,2,13,2,3,3,4,2,6,6,2.449489743,1.945910149,1,0
3,1,2,20,2,4,1,1,6,1,3,1.732050808,1.386294361,1,0
2,7,2,20,2,7,1,1,6,6,1,1,0.693147181,1,0
2,1,2,4,2,2,1,5,,6,2,1.414213562,1.098612289,1,0
1,7,1,15,2,4,8,7,6,6,3,1.732050808,1.386294361,1,0
2,7,2,11,8,7,1,1,6,0,0,0,0,0,0
3,2,2,13,4,7,1,1,4,0,0,0,0,0,0
1,4,2,11,8,4,1,4,6,0,1,1,0.693147181,0,0
2,1,2,13,4,7,1,1,5,2,9,3,2.302585093,1,0
1,7,2,16,1,2,5,7,7,8,11,3.31662479,2.48490665,1,1
1,3,2,12,2,4,4,5,7,6,13,3.605551275,2.63905733,1,0
2,6,2,11,2,4,1,3,1,6,12,3.464101615,2.564949357,1,0
2,2,2,12,3,2,2,1,2,0,0,0,0,0,0
1,6,2,14,2,2,1,7,5,6,8,2.828427125,2.197224577,1,0
1,5,1,17,1,3,4,3,4,2,6,2.449489743,1.945910149,1,0
1,5,2,20,2,2,2,1,6,6,2,1.414213562,1.098612289,1,0
1,6,2,15,2,2,3,5,1,6,8,2.828427125,2.197224577,1,0
2,2,1,1,2,3,1,4,,2,9,3,2.302585093,1,0
1,4,1,14,2,3,6,5,5,6,7,2.645751311,2.079441542,1,0
2,6,1,10,1,4,2,5,2,1,9,3,2.302585093,1,0
1,3,2,17,3,5,2,4,4,0,0,0,0,0,0
1,1,1,20,2,4,2,1,3,6,3,1.732050808,1.386294361,1,0
1,2,2,14,3,4,1,3,4,12,3,1.732050808,1.386294361,1,1
1,3,2,16,2,3,1,3,3,8,3,1.732050808,1.386294361,1,1
3,1,2,20,2,4,2,1,6,1,0,0,0,1,0
2,1,1,2,2,7,1,1,,0,2,1.414213562,1.098612289,0,0
1,3,1,16,1,4,4,4,3,6,2,1.414213562,1.098612289,1,0
1,2,2,20,2,4,2,3,3,6,3,1.732050808,1.386294361,1,0
1,5,2,13,2,4,2,1,5,0,5,2.236067977,1.791759469,0,0
1,2,2,20,2,3,1,1,6,1,4,2,1.609437912,1,0
2,1,2,6,9,5,1,2,7,8,11,3.31662479,2.48490665,1,1
3,2,2,14,3,7,2,1,4,5,2,1.414213562,1.098612289,1,0
3,2,2,12,5,7,2,1,4,0,0,0,0,0,0
1,2,2,12,2,7,2,1,4,0,2,1.414213562,1.098612289,0,0
1,1,2,20,2,4,2,2,3,6,2,1.414213562,1.098612289,1,0
1,2,1,17,2,3,5,5,3,6,5,2.236067977,1.791759469,1,0
3,3,2,20,2,4,2,1,3,12,2,1.414213562,1.098612289,1,1
1,6,2,16,2,3,1,5,3,7,2,1.414213562,1.098612289,1,0
2,6,1,11,2,4,3,5,7,12,4,2,1.609437912,1,1
1,4,1,14,2,5,4,3,4,6,3,1.732050808,1.386294361,1,0
1,8,1,20,1,1,2,2,4,6,2,1.414213562,1.098612289,1,0
3,2,2,20,2,2,1,4,3,6,0,0,0,1,0
1,3,2,13,2,4,1,3,4,6,2,1.414213562,1.098612289,1,0
1,3,2,18,2,4,1,4,6,4,4,2,1.609437912,1,0
1,2,2,13,1,4,1,1,4,0,2,1.414213562,1.098612289,0,0
3,5,1,20,1,5,1,1,6,6,0,0,0,1,0
2,4,2,9,2,2,1,3,2,1,8,2.828427125,2.197224577,1,0
3,2,2,17,2,7,1,1,3,7,1,1,0.693147181,1,0
1,2,1,18,2,4,3,2,6,6,1,1,0.693147181,1,0
2,6,2,19,2,1,1,1,1,6,5,2.236067977,1.791759469,1,0
3,2,2,20,2,5,3,2,3,6,1,1,0.693147181,1,0
1,4,1,14,2,3,3,3,4,4,2,1.414213562,1.098612289,1,0
3,3,2,13,2,7,2,1,5,4,4,2,1.609437912,1,0
1,6,1,20,2,2,2,3,6,6,1,1,0.693147181,1,0
1,2,2,15,2,4,2,3,7,7,5,2.236067977,1.791759469,1,0
1,4,2,12,1,6,1,3,3,6,4,2,1.609437912,1,0
1,7,1,15,2,1,7,6,1,6,6,2.449489743,1.945910149,1,0
1,2,2,20,2,4,2,2,3,6,3,1.732050808,1.386294361,1,0
1,4,1,18,2,2,3,4,3,6,7,2.645751311,2.079441542,1,0
2,3,1,7,2,2,1,6,2,3,11,3.31662479,2.48490665,1,0
3,4,1,14,2,3,3,2,5,3,6,2.449489743,1.945910149,1,0
1,3,2,12,2,2,2,4,2,2,7,2.645751311,2.079441542,1,0
1,7,1,15,2,1,1,3,1,6,1,1,0.693147181,1,0
2,6,1,13,2,2,5,4,6,3,2,1.414213562,1.098612289,1,0
3,2,2,14,1,7,1,1,4,0,1,1,0.693147181,0,0
1,5,1,17,2,2,6,5,7,18,31,5.567764363,3.465735903,1,1
3,1,2,20,1,4,2,1,6,6,0,0,0,1,0
1,2,2,15,2,4,3,4,3,6,5,2.236067977,1.791759469,1,0
1,6,2,13,2,2,7,8,5,8,8,2.828427125,2.197224577,1,1
1,3,2,12,2,4,1,3,4,0,7,2.645751311,2.079441542,0,0
3,1,2,20,3,4,1,1,3,6,6,2.449489743,1.945910149,1,0
2,2,1,13,3,7,1,1,6,2,2,1.414213562,1.098612289,1,0
1,5,1,18,1,2,4,5,2,0,8,2.828427125,2.197224577,0,0
3,2,2,17,2,2,7,7,3,0,4,2,1.609437912,0,0
2,5,1,11,2,4,3,7,2,0,6,2.449489743,1.945910149,0,0
1,3,2,18,1,2,1,4,3,1,4,2,1.609437912,1,0
1,2,2,16,2,3,1,3,3,3,4,2,1.609437912,1,0
3,7,1,14,2,7,1,1,6,3,0,0,0,1,0
1,5,1,13,2,4,8,8,7,8,9,3,2.302585093,1,1
2,4,2,8,2,3,1,3,1,6,3,1.732050808,1.386294361,1,0
1,3,1,20,2,4,2,1,6,6,0,0,0,1,0
3,1,2,20,2,4,2,1,3,6,3,1.732050808,1.386294361,1,0
3,2,2,16,2,2,3,4,6,4,2,1.414213562,1.098612289,1,0
2,3,1,12,2,4,3,4,2,2,4,2,1.609437912,1,0
1,3,2,11,2,6,1,2,2,0,7,2.645751311,2.079441542,0,0
2,1,1,3,2,2,1,5,,1,7,2.645751311,2.079441542,1,0
1,2,2,13,2,5,4,5,4,6,2,1.414213562,1.098612289,1,0
2,1,1,5,2,4,1,4,,6,2,1.414213562,1.098612289,1,0
3,4,2,20,2,3,2,1,6,6,2,1.414213562,1.098612289,1,0
1,5,1,20,2,4,2,2,3,6,5,2.236067977,1.791759469,1,0
2,3,2,11,2,1,3,7,2,5,4,2,1.609437912,1,0
1,7,1,19,8,4,1,3,6,6,2,1.414213562,1.098612289,1,0
1,7,1,20,2,2,8,8,6,3,3,1.732050808,1.386294361,1,0
1,3,2,20,2,1,4,4,4,6,3,1.732050808,1.386294361,1,0
2,1,1,5,8,1,1,6,,6,4,2,1.609437912,1,0
3,3,2,20,2,2,3,2,3,12,3,1.732050808,1.386294361,1,1
1,7,1,13,2,1,8,8,7,11,23,4.795831523,3.17805383,1,1
1,5,2,12,2,4,1,1,4,5,0,0,0,1,0
2,5,2,10,2,2,1,4,2,3,4,2,1.609437912,1,0
1,3,1,12,2,4,3,2,2,6,2,1.414213562,1.098612289,1,0
1,5,1,15,8,4,1,1,4,0,0,0,0,0,0
3,2,2,20,2,5,2,1,6,1,1,1,0.693147181,1,0
3,5,2,20,2,7,1,1,6,0,0,0,0,0,0
2,4,1,12,1,4,4,4,2,2,8,2.828427125,2.197224577,1,0
2,5,1,20,2,1,2,1,3,6,0,0,0,1,0
1,1,1,20,2,4,2,2,6,0,0,0,0,0,0
2,3,2,13,2,4,3,4,1,7,5,2.236067977,1.791759469,1,0
1,5,2,17,2,3,1,1,1,6,11,3.31662479,2.48490665,1,0
2,2,2,20,2,3,1,1,6,0,7,2.645751311,2.079441542,0,0
1,3,2,12,2,4,1,3,5,4,6,2.449489743,1.945910149,1,0
2,1,1,2,2,4,1,4,,2,4,2,1.609437912,1,0
1,2,2,19,3,5,2,2,6,0,1,1,0.693147181,0,0
3,6,2,14,2,3,3,2,1,6,5,2.236067977,1.791759469,1,0
1,3,1,18,2,7,2,1,4,0,1,1,0.693147181,0,0
2,4,1,11,2,3,3,4,7,7,5,2.236067977,1.791759469,1,0
1,3,2,17,2,6,2,3,3,0,3,1.732050808,1.386294361,0,0
1,5,2,15,1,3,1,3,1,6,7,2.645751311,2.079441542,1,0
2,5,1,12,1,4,3,2,2,0,7,2.645751311,2.079441542,0,0
1,3,2,19,2,2,1,4,1,3,4,2,1.609437912,1,0
1,3,1,15,2,2,8,6,5,6,7,2.645751311,2.079441542,1,0
1,7,1,16,1,1,5,5,1,6,1,1,0.693147181,1,0
1,7,1,19,1,2,2,5,4,3,1,1,0.693147181,1,0
1,7,1,6,2,1,6,4,1,5,1,1,0.693147181,1,0
1,3,1,14,2,4,4,4,7,6,10,3.16227766,2.397895273,1,0
1,2,2,18,2,3,4,4,1,1,2,1.414213562,1.098612289,1,0
3,2,1,20,2,4,1,1,6,6,5,2.236067977,1.791759469,1,0
2,2,2,6,3,7,1,1,2,2,8,2.828427125,2.197224577,1,0
1,3,2,18,3,6,1,1,6,2,3,1.732050808,1.386294361,1,0
3,2,2,13,3,7,1,1,4,2,6,2.449489743,1.945910149,1,0
2,3,2,11,2,7,2,1,2,5,2,1.414213562,1.098612289,1,0
1,6,2,14,2,3,1,4,5,7,3,1.732050808,1.386294361,1,0
1,3,1,12,2,7,2,1,2,6,1,1,0.693147181,1,0
1,3,1,17,2,4,3,2,6,6,4,2,1.609437912,1,0
2,4,1,15,2,4,3,3,6,0,2,1.414213562,1.098612289,0,0
1,4,2,12,2,1,4,6,1,6,10,3.16227766,2.397895273,1,0
1,6,2,16,2,3,1,2,1,6,5,2.236067977,1.791759469,1,0
2,1,1,6,2,3,1,2,2,1,3,1.732050808,1.386294361,1,0
1,8,2,13,2,1,4,5,7,2,14,3.741657387,2.708050201,1,0
1,2,2,15,1,2,3,5,4,4,2,1.414213562,1.098612289,1,0
2,4,1,10,8,4,1,4,4,0,4,2,1.609437912,0,0
1,6,2,14,2,2,4,5,1,3,2,1.414213562,1.098612289,1,0
3,2,2,20,2,2,2,1,6,0,1,1,0.693147181,0,0
2,5,1,12,2,5,3,2,2,0,1,1,0.693147181,0,0
1,3,1,14,2,5,3,2,5,6,6,2.449489743,1.945910149,1,0
2,2,1,14,2,7,1,1,2,1,4,2,1.609437912,1,0
2,2,2,17,2,7,1,1,6,3,8,2.828427125,2.197224577,1,0
3,7,2,13,2,1,3,2,1,1,2,1.414213562,1.098612289,1,0
3,4,2,15,8,6,1,4,6,0,2,1.414213562,1.098612289,0,0
1,2,1,14,2,3,5,4,2,0,3,1.732050808,1.386294361,0,0
1,4,1,13,3,3,4,4,6,6,0,0,0,1,0
2,2,1,7,1,2,1,6,2,1,11,3.31662479,2.48490665,1,0
3,2,2,20,1,4,1,1,6,6,1,1,0.693147181,1,0
3,3,2,16,1,4,5,4,7,2,19,4.358898944,2.995732274,1,0
1,3,2,13,2,3,1,3,3,6,6,2.449489743,1.945910149,1,0
2,2,1,13,2,4,5,4,6,0,3,1.732050808,1.386294361,0,0
3,3,2,20,2,4,2,1,6,0,0,0,0,0,0
2,3,2,11,1,7,1,2,2,2,2,1.414213562,1.098612289,1,0
1,7,2,16,2,2,3,4,1,6,4,2,1.609437912,1,0
1,6,2,17,3,2,3,5,4,6,1,1,0.693147181,1,0
2,4,2,13,2,7,2,1,6,0,0,0,0,0,0
1,2,2,16,2,4,1,4,3,6,4,2,1.609437912,1,0
1,4,2,15,2,4,4,5,1,6,7,2.645751311,2.079441542,1,0
3,6,2,18,1,2,1,1,4,0,1,1,0.693147181,0,0
3,4,1,14,1,2,7,5,2,2,13,3.605551275,2.63905733,1,0
2,3,1,15,8,4,5,5,7,6,13,3.605551275,2.63905733,1,0
1,7,1,12,8,2,8,8,2,6,3,1.732050808,1.386294361,1,0
1,5,2,14,1,2,1,4,1,6,6,2.449489743,1.945910149,1,0
1,3,2,14,2,1,1,2,4,1,4,2,1.609437912,1,0
2,2,2,9,2,7,2,1,2,1,1,1,0.693147181,1,0
2,1,1,2,3,3,1,3,,0,7,2.645751311,2.079441542,0,0
1,6,2,19,2,1,2,2,6,6,2,1.414213562,1.098612289,1,0
2,1,2,1,2,4,1,5,,1,5,2.236067977,1.791759469,1,0
2,6,2,16,2,1,4,3,1,7,0,0,0,1,0
2,1,1,2,2,7,2,1,,0,2,1.414213562,1.098612289,0,0
1,3,2,12,2,5,2,1,4,2,5,2.236067977,1.791759469,1,0
3,1,1,20,3,6,1,1,6,0,2,1.414213562,1.098612289,0,0
3,1,2,14,2,5,1,1,6,2,0,0,0,1,0
3,6,2,14,2,7,2,1,4,2,1,1,0.693147181,1,0
2,3,1,17,1,3,3,2,3,6,2,1.414213562,1.098612289,1,0
1,5,1,13,2,3,4,4,3,6,3,1.732050808,1.386294361,1,0
2,7,2,13,9,1,3,4,2,1,0,0,0,1,0
1,2,1,16,2,7,2,1,2,2,6,2.449489743,1.945910149,1,0
2,8,1,15,2,7,1,1,6,1,1,1,0.693147181,1,0
1,2,2,17,2,2,1,4,6,4,3,1.732050808,1.386294361,1,0
2,1,1,4,2,3,1,5,,8,2,1.414213562,1.098612289,1,1
1,1,2,16,2,3,1,3,6,1,5,2.236067977,1.791759469,1,0
1,6,2,17,1,2,5,6,1,6,4,2,1.609437912,1,0
1,3,1,14,2,4,8,7,7,8,11,3.31662479,2.48490665,1,1
2,1,2,4,3,4,1,6,,0,6,2.449489743,1.945910149,0,0
1,2,1,13,3,5,4,3,4,4,4,2,1.609437912,1,0
1,7,2,20,2,4,2,3,3,12,2,1.414213562,1.098612289,1,1
1,3,2,12,2,5,1,2,4,6,1,1,0.693147181,1,0
1,2,1,14,2,5,3,2,6,6,0,0,0,1,0
1,2,1,15,1,4,5,4,2,6,5,2.236067977,1.791759469,1,0
2,1,1,5,3,4,1,5,,3,7,2.645751311,2.079441542,1,0
1,2,2,16,1,6,2,1,2,5,2,1.414213562,1.098612289,1,0
1,5,1,15,1,2,5,4,5,7,13,3.605551275,2.63905733,1,0
3,1,2,20,2,5,2,2,6,0,3,1.732050808,1.386294361,0,0
1,2,2,20,2,3,1,1,3,6,9,3,2.302585093,1,0
1,4,1,20,1,3,1,2,6,6,5,2.236067977,1.791759469,1,0
2,5,1,13,2,3,3,4,6,1,3,1.732050808,1.386294361,1,0
2,3,2,8,3,5,2,3,2,4,7,2.645751311,2.079441542,1,0
1,6,2,19,2,1,1,1,6,7,9,3,2.302585093,1,0
1,4,2,17,1,1,2,4,3,6,5,2.236067977,1.791759469,1,0
1,6,1,20,2,4,3,2,6,6,5,2.236067977,1.791759469,1,0
1,2,1,20,2,4,1,1,6,6,0,0,0,1,0
3,2,2,20,2,7,2,2,3,6,3,1.732050808,1.386294361,1,0
1,3,2,12,2,4,1,2,6,0,3,1.732050808,1.386294361,0,0
1,3,2,13,1,3,3,4,1,0,4,2,1.609437912,0,0
1,3,1,18,2,4,1,3,3,7,4,2,1.609437912,1,0
1,2,1,20,1,2,2,2,3,7,0,0,0,1,0
3,3,2,20,2,7,2,2,3,6,1,1,0.693147181,1,0
3,2,2,20,2,5,2,1,4,6,0,0,0,1,0
2,8,2,11,2,5,1,1,2,5,4,2,1.609437912,1,0
1,4,2,13,2,4,2,1,5,1,3,1.732050808,1.386294361,1,0
3,2,2,19,4,4,3,4,2,2,4,2,1.609437912,1,0
3,3,2,20,2,7,1,1,6,0,0,0,0,0,0
3,1,2,20,2,5,2,1,6,1,2,1.414213562,1.098612289,1,0
3,5,2,20,2,3,2,1,6,5,4,2,1.609437912,1,0
3,1,1,20,2,4,1,1,3,6,0,0,0,1,0
3,2,2,20,2,3,2,1,6,6,0,0,0,1,0
1,2,2,19,2,2,1,1,1,6,9,3,2.302585093,1,0
2,3,2,11,2,3,3,6,7,6,20,4.472135955,3.044522438,1,0
1,5,1,16,2,5,1,2,3,6,1,1,0.693147181,1,0
2,3,1,11,2,5,3,5,2,6,0,0,0,1,0
2,4,2,11,2,4,1,3,6,6,0,0,0,1,0
1,3,1,20,2,4,1,2,3,8,2,1.414213562,1.098612289,1,1
1,6,2,11,3,4,2,1,6,2,1,1,0.693147181,1,0
3,1,2,20,2,3,1,1,3,6,1,1,0.693147181,1,0
1,5,1,15,1,4,2,3,2,6,2,1.414213562,1.098612289,1,0
